AAPL_BBG000B9XRY4_2021-04-14;AAPL;1;1;1.83;1.39
ACAD_BBG000BHG9K0_2021-04-14;ACAD;1;12;2.52;1.02
AMZN_BBG000BVPV84_2021-04-14;AMZN;1;1;113.02;3.48
BAC_BBG000BCTLF6_2021-04-14;BAC;1;6;-0.24;-0.10
CCL_BBG000BF6LY3_2021-04-14;CCL;1;9;9.36;3.92
CSCO_BBG000C3J3C9_2021-04-14;CSCO;2;9;18.27;4.15
FGEN_BBG000FW5ZL6_2021-04-14;FGEN;1;13;3.77;1.51
NET_BBG001WMKHH5_2021-04-14;NET;1;3;-1.26;-0.54
OIS_BBG000BDDN94_2021-04-14;OIS;1;44;-0.88;-0.35
SRPT_BBG000BCJ161_2021-04-14;SRPT;1;3;-0.60;-0.29
TSLA_BBG000N9MNX3_2021-04-14;TSLA;2;2;29.26;1.99
ZYXI_BBG000BJBXZ2_2021-04-14;ZYXI;1;17;3.06;1.22
