ATRA_BBG005Q3MQY4_2021-01-27;ATRA;1;12;3.24;1.37
BBBY_BBG000CSY9H9_2021-01-27;BBBY;1;6;15.96;6.42
BILI_BBG00K7T3037_2021-01-27;BILI;1;2;6.60;2.64
BZUN_BBG008HNS333_2021-01-27;BZUN;1;1;0.67;1.50
CSCO_BBG000C3J3C9_2021-01-27;CSCO;1;5;1.20;0.54
CVET_BBG00KR691K8_2021-01-27;CVET;1;6;-0.30;-0.14
ETRN_BBG00K53L394_2021-01-27;ETRN;1;3;0.30;1.49
M_BBG000C46HM9_2021-01-27;M;1;15;3.45;1.46
NET_BBG001WMKHH5_2021-01-27;NET;2;6;10.38;2.30
NTLA_BBG007KC7PB0_2021-01-27;NTLA;1;3;5.70;2.95
PINS_BBG002583CV8_2021-01-27;PINS;1;3;6.48;3.18
SLG_BBG000BVP5P2_2021-01-27;SLG;1;4;4.00;1.60
SPR_BBG000PRJ2Z9_2021-01-27;SPR;1;6;2.16;0.97
