AAL;1;15;-8.55;-3.50
ABNB;1;1;5.70;3.74
APA;1;16;-1.92;-0.80
BAC;1;8;0.96;0.41
BSX;1;7;0.56;0.23
BYND;1;1;0.11;0.08
C;2;8;6.80;1.41
CCL;1;11;-10.34;-4.48
COG;1;7;1.26;1.08
COP;1;6;0.00;0
CRM;1;1;2.00;0.90
CVX;1;2;2.12;1.25
DAL;2;12;3.96;0.84
DBX;1;10;-0.70;-0.30
ETSY;1;1;0.87;0.46
EXEL;1;12;2.76;1.16
HAL;1;12;-2.40;-1.03
JD;1;3;4.08;1.70
LTHM;1;15;2.70;1.08
M;1;23;-4.37;-1.82
MFGP;2;88;5.28;1.07
MRO;1;37;-4.44;-1.82
NET;1;2;2.82;1.67
OIS;1;49;-0.49;-0.20
OXY;2;27;-8.10;-1.67
PBF;1;38;3.80;1.53
PLAY;1;9;-0.18;-0.07
PYPL;1;1;-0.35;-0.15
QCOM;1;1;1.85;1.26
SPCE;2;20;3.20;0.67
SPR;1;6;-4.14;-1.87
TSLA;1;1;0.64;0.10
XOM;2;11;0.66;0.14
ZYNE;1;73;-1.46;-0.59
ZYXI;1;18;-0.72;-0.29
