AAL;1;12;-3.00;-1.24
ARCT;1;4;-2.44;-1.21
ATVI;1;2;0.40;0.22
BIDU;1;1;-7.05;-2.50
BILI;1;2;1.96;0.79
CCL;1;10;-0.70;-0.28
CLF;1;17;3.91;1.63
CNK;1;11;0.99;0.40
COTY;1;32;-8.32;-3.43
DAL;1;5;-1.45;-0.62
DKNG;1;4;4.04;1.80
ENDP;1;29;1.74;0.70
ENPH;1;1;-1.19;-0.73
ET;2;63;0.63;0.13
FSLY;1;3;-0.06;-0.03
IBN;1;15;-2.25;-0.90
IIVI;1;3;0.03;0.01
IPG;1;9;2.07;0.90
LTHM;1;13;-0.13;-0.05
LUV;1;4;-1.12;-0.50
M;1;16;-6.40;-2.61
MAC;1;19;-0.95;-0.39
MFGP;2;85;3.40;0.68
MOMO;1;15;3.75;1.59
MRNA;1;1;3.08;2.12
MRO;1;22;3.08;1.27
MUR;1;15;2.40;0.98
NET;2;6;-0.18;-0.04
NFLX;1;1;5.41;1.02
NVDA;1;1;8.76;1.68
PBF;1;17;1.70;0.70
PINS;1;3;-1.05;-0.46
PYPL;1;1;-6.42;-2.57
QCOM;1;1;-0.29;-0.22
RCL;1;2;-1.78;-0.99
SAVE;1;7;-0.77;-0.32
SEDG;1;1;-2.36;-0.85
SNAP;1;4;2.84;1.16
SPCE;1;6;6.06;2.83
SPG;1;2;0.78;0.35
SPR;1;5;0.60;0.28
SQ;1;1;0.70;0.32
TSLA;1;1;1.20;0.18
TSM;1;2;-0.04;-0.02
UAL;2;10;7.20;1.46
UPWK;1;5;1.05;0.42
VALE;1;14;2.38;1.01
VIPS;1;6;-3.84;-1.72
ZGNX;1;11;1.65;0.70
ZYNE;1;58;3.48;1.39
ZYXI;1;14;-5.18;-2.15
