BILI_BBG00K7T3037_2021-01-19;BILI;1;2;6.70;2.82
BLUE_BBG000QGWY50_2021-01-19;BLUE;1;4;3.44;1.71
EQT_BBG000BHZ5J9_2021-01-19;EQT;1;13;3.25;1.36
GSKY_BBG00KT2SCV8_2021-01-19;GSKY;1;51;3.57;1.44
MFGP_BBG00HFWVGN0_2021-01-19;MFGP;2;89;5.34;1.08
MRNA_BBG003PHHZT1_2021-01-19;MRNA;1;1;3.70;2.91
NOK_BBG000BNGBW9_2021-01-19;NOK;1;62;3.10;1.25
NVTA_BBG005DJFD43_2021-01-19;NVTA;1;4;2.40;1.15
ON_BBG000DV7MX4_2021-01-19;ON;1;6;5.28;2.40
PBF_BBG002832GV8_2021-01-19;PBF;1;30;4.20;1.72
SEDG_BBG0084BBZY6_2021-01-19;SEDG;1;1;8.68;3.02
ZYNE_BBG007BBS8B7_2021-01-19;ZYNE;1;70;1.40;0.56
