AAL_BBG005P7Q881_2020-12-21;AAL;1;15;-8.55;-3.50
ABNB_BBG001Y2XS07_2020-12-21;ABNB;1;1;5.70;3.74
APA_BBG000BC2C10_2020-12-21;APA;1;16;-1.92;-0.80
APA_BBG000BC2C10_2020-12-21;APA;2;33;9.57;2.00
BAC_BBG000BCTLF6_2020-12-21;BAC;1;8;0.96;0.41
BSX_BBG000C0LW92_2020-12-21;BSX;1;7;0.56;0.23
BYND_BBG003CVJP50_2020-12-21;BYND;1;1;0.11;0.08
C_BBG000FY4S11_2020-12-21;C;2;8;6.80;1.41
CCL_BBG000BF6LY3_2020-12-21;CCL;1;11;-10.34;-4.48
CNK_BBG000QDVR53_2020-12-21;CNK;1;16;1.12;0.45
COG_BBG000C3GN47_2020-12-21;COG;1;7;1.26;1.08
COP_BBG000BQQH30_2020-12-21;COP;1;6;0.00;0
CRM_BBG000BN2DC2_2020-12-21;CRM;1;1;2.00;0.90
CVX_BBG000K4ND22_2020-12-21;CVX;1;2;2.12;1.25
DAL_BBG000R7Z112_2020-12-21;DAL;2;12;3.96;0.84
DAL_BBG000R7Z112_2020-12-21;DAL;3;18;6.48;0.92
DBX_BBG0018SLDN0_2020-12-21;DBX;1;10;-0.70;-0.30
DVN_BBG000BBVJZ8_2020-12-21;DVN;1;16;2.88;1.20
ET_BBG000BM2FL9_2020-12-21;ET;2;77;0.77;0.16
ETSY_BBG000N7MXL8_2020-12-21;ETSY;1;1;0.87;0.46
EXEL_BBG000BQ4WF8_2020-12-21;EXEL;1;12;2.76;1.16
HAL_BBG000BKTFN2_2020-12-21;HAL;1;12;-2.40;-1.03
HP_BBG000BLCPY4_2020-12-21;HP;1;10;-0.30;-0.12
JD_BBG005YHY0Q7_2020-12-21;JD;1;3;4.08;1.70
LTHM_BBG00LV3NRG0_2020-12-21;LTHM;1;15;2.70;1.08
M_BBG000C46HM9_2020-12-21;M;1;23;-4.37;-1.82
MAC_BBG000BL9C59_2020-12-21;MAC;1;24;-2.16;-0.88
MFGP_BBG00HFWVGN0_2020-12-21;MFGP;2;88;5.28;1.07
MOMO_BBG007HTCQT0_2020-12-21;MOMO;1;19;3.61;1.45
MRO_BBG000C8H633_2020-12-21;MRO;1;37;-4.44;-1.82
NET_BBG001WMKHH5_2020-12-21;NET;1;2;2.82;1.67
OIS_BBG000BDDN94_2020-12-21;OIS;1;49;-0.49;-0.20
OXY_BBG000BQQ2S6_2020-12-21;OXY;2;27;-8.10;-1.67
PBF_BBG002832GV8_2020-12-21;PBF;1;38;3.80;1.53
PBF_BBG002832GV8_2020-12-21;PBF;1;38;-3.80;-1.53
PLAY_BBG001WWJTK5_2020-12-21;PLAY;1;9;-0.18;-0.07
PYPL_BBG0077VNXV6_2020-12-21;PYPL;1;1;-0.35;-0.15
QCOM_BBG000CGC1X8_2020-12-21;QCOM;1;1;1.85;1.26
RCL_BBG000BB5792_2020-12-21;RCL;1;3;0.21;0.10
RDS.A_BBG000QXSSS6_2020-12-21;RDS.A;1;6;0.06;0.03
SLB_BBG000BT41Q8_2020-12-21;SLB;1;11;7.70;3.28
SPCE_BBG00HTN2CQ3_2020-12-21;SPCE;2;20;3.20;0.67
SPR_BBG000PRJ2Z9_2020-12-21;SPR;1;6;-4.14;-1.87
TOT_BBG000CHZ857_2020-12-21;TOT;1;5;-2.50;-1.19
TSLA_BBG000N9MNX3_2020-12-21;TSLA;1;1;0.64;0.10
UAL_BBG000M65M61_2020-12-21;UAL;1;5;3.15;1.47
WYNN_BBG000LD9JQ8_2020-12-21;WYNN;1;2;13.82;6.43
XOM_BBG000GZQ728_2020-12-21;XOM;2;11;0.66;0.14
ZYNE_BBG007BBS8B7_2020-12-21;ZYNE;1;73;-1.46;-0.59
ZYXI_BBG000BJBXZ2_2020-12-21;ZYXI;1;18;-0.72;-0.29
