AAL_BBG005P7Q881_2021-01-28;AAL;1;14;18.20;7.78
AAN_BBG00WCNDCZ6_2021-03-15;AAN;1;9;-5.31;-2.22
ABNB_BBG001Y2XS07_2020-12-21;ABNB;1;1;4.00;2.59
ABNB_BBG001Y2XS07_2021-01-22;ABNB;1;1;3.54;2.04
ABNB_BBG001Y2XS07_2021-02-22;ABNB;2;2;20.74;5.41
ACAD_BBG000BHG9K0_2021-04-05;ACAD;2;20;7.60;1.59
ACH_BBG000CMRVH1_2021-02-24;ACH;1;20;-13.80;-5.54
ACH_BBG000CMRVH1_2021-03-05;ACH;1;21;-0.42;-0.17
ACH_BBG000CMRVH1_2021-03-12;ACH;1;19;9.31;3.77
ACH_BBG000CMRVH1_2021-03-23;ACH;1;22;2.64;1.08
ACH_BBG000CMRVH1_2021-03-31;ACH;1;23;0.23;0.10
ACH_BBG000CMRVH1_2021-04-09;ACH;1;22;15.84;6.37
ACH_BBG000CMRVH1_2021-04-12;ACH;1;22;8.36;3.42
AIV_BBG000DD3510_2021-03-24;AIV;1;43;4.73;1.93
APA_BBG000BC2C10_2020-12-21;APA;1;17;11.73;4.93
ARCT_BBG00NNW8JK1_2021-02-02;ARCT;1;2;4.00;2.38
ARCT_BBG00NNW8JK1_2021-02-02;ARCT;2;6;41.88;9.04
ARCT_BBG00NNW8JK1_2021-04-09;ARCT;1;6;-0.36;-0.16
AYX_BBG000BGZT72_2021-04-19;AYX;2;6;70.26;16.04
BBBY_BBG000CSY9H9_2021-01-26;BBBY;1;8;0.24;0.10
BBBY_BBG000CSY9H9_2021-01-27;BBBY;2;12;2.76;0.57
BBBY_BBG000CSY9H9_2021-01-27;BBBY;1;5;1.60;0.74
BBBY_BBG000CSY9H9_2021-04-14;BBBY;1;9;-8.91;-3.76
BBY_BBG000BCWCG1_2021-02-25;BBY;2;4;2.84;0.67
BIDU_BBG000QXWHD1_2021-03-26;BIDU;1;1;3.40;1.74
BILI_BBG00K7T3037_2021-02-22;BILI;1;1;-6.41;-4.68
BILI_BBG00K7T3037_2021-03-08;BILI;2;3;1.71;0.52
BILI_BBG00K7T3037_2021-03-12;BILI;2;4;1.64;0.39
BLUE_BBG000QGWY50_2021-02-16;BLUE;1;5;2.35;1.05
BLUE_BBG000QGWY50_2021-03-04;BLUE;1;8;3.04;1.35
BLUE_BBG000QGWY50_2021-03-10;BLUE;1;8;14.40;5.77
BLUE_BBG000QGWY50_2021-03-11;BLUE;1;7;6.79;3.09
BOX_BBG000PMSK08_2021-04-08;BOX;2;20;-11.20;-2.42
BTI_BBG000BWPXQ8_2021-02-17;BTI;1;6;-1.20;-0.54
BYND_BBG003CVJP50_2021-03-08;BYND;1;1;-0.63;-0.45
CHEF_BBG001MFW6D6_2020-12-14;CHEF;1;11;15.62;6.27
CHEF_BBG001MFW6D6_2021-01-28;CHEF;1;8;7.84;3.50
CHEF_BBG001MFW6D6_2021-03-16;CHEF;1;2;2.10;3.16
CLF_BBG000BFRF55_2020-12-11;CLF;1;17;1.19;0.49
CLF_BBG000BFRF55_2021-03-08;CLF;1;17;-0.17;-0.07
CNK_BBG000QDVR53_2020-12-21;CNK;1;16;2.72;1.10
CNK_BBG000QDVR53_2021-01-28;CNK;1;10;0.50;0.22
COTY_BBG000F395V1_2020-12-07;COTY;1;35;15.75;6.33
CRTX_BBG00BTK1DT8_2021-03-15;CRTX;1;2;3.38;4.52
DDOG_BBG003NJHZT9_2020-12-11;DDOG;1;2;4.10;2.11
DG_BBG000NV1KK7_2021-03-18;DG;1;1;-0.67;-0.37
DISCA_BBG000CHWP52_2021-03-29;DISCA;2;10;1.00;0.23
DISCA_BBG000CHWP52_2021-03-29;DISCA;1;5;13.35;6.37
DISCB_BBG000F7L5N7_2021-03-23;DISCB;1;2;-1.46;-0.77
DISCB_BBG000F7L5N7_2021-03-23;DISCB;1;2;4.02;2.34
DISCB_BBG000F7L5N7_2021-03-29;DISCB;1;3;3.63;2.23
DISCB_BBG000F7L5N7_2021-03-29;DISCB;2;8;19.20;4.48
DKS_BBG000F6ZWH2_2021-03-09;DKS;2;6;-5.70;-1.33
DT_BBG00PNN7C40_2020-12-21;DT;1;6;0.36;0.14
EHTH_BBG000P5JQX6_2021-03-19;EHTH;1;4;2.48;1.04
ENDP_BBG000C0HQ54_2021-04-07;ENDP;1;34;-3.06;-1.25
EQT_BBG000BHZ5J9_2020-12-07;EQT;1;17;1.53;0.63
ET_BBG000BM2FL9_2020-12-21;ET;1;39;2.73;1.10
FDX_BBG000BJF1Z8_2021-04-19;FDX;1;1;30.82;12.03
FL_BBG000BX8DC4_2021-02-26;FL;1;5;2.75;1.13
FLR_BBG000BB1TH9_2020-12-10;FLR;1;3;0.90;1.71
FLR_BBG000BB1TH9_2021-02-26;FLR;2;26;4.42;0.92
FOLD_BBG000PLF6N0_2021-04-19;FOLD;1;1;0.12;1.23
FOX_BBG00JHNKJY8_2021-03-19;FOX;1;6;0.36;0.15
GSKY_BBG00KT2SCV8_2020-12-14;GSKY;1;59;6.49;2.63
GSKY_BBG00KT2SCV8_2021-01-19;GSKY;1;51;2.55;1.02
HAL_BBG000BKTFN2_2021-04-21;HAL;1;13;0.39;0.16
HIG_BBG000G0Z878_2021-03-23;HIG;1;3;3.90;2.03
HIG_BBG000G0Z878_2021-03-29;HIG;1;3;-2.16;-1.10
HOG_BBG000BKZTP3_2021-02-02;HOG;2;12;1.08;0.24
HRTX_BBG000G2GJT7_2020-12-22;HRTX;1;12;3.60;1.49
ICPT_BBG001J1QN87_2021-03-16;ICPT;1;10;8.30;3.52
ICPT_BBG001J1QN87_2021-03-31;ICPT;1;10;-0.80;-0.34
IIVI_BBG000BLW102_2021-02-12;IIVI;1;1;1.53;1.61
INTC_BBG000C0G1D1_2020-12-07;INTC;1;5;3.50;1.42
IOVA_BBG000FTLBV7_2021-04-06;IOVA;1;7;5.04;2.28
IRTC_BBG001J19V24_2021-04-19;IRTC;1;2;10.50;6.14
JD_BBG005YHY0Q7_2021-04-19;JD;1;3;-1.26;-0.54
LASR_BBG0020BCPX5_2021-03-15;LASR;2;13;7.80;1.66
LASR_BBG0020BCPX5_2021-03-15;LASR;2;12;10.92;2.46
LRN_BBG000QSXPZ9_2021-03-17;LRN;1;9;4.50;1.89
LTHM_BBG00LV3NRG0_2021-01-27;LTHM;1;13;1.04;0.42
MFGP_BBG00HFWVGN0_2020-12-21;MFGP;1;45;4.95;2.01
MFGP_BBG00HFWVGN0_2021-01-19;MFGP;1;45;3.60;1.44
MFGP_BBG00HFWVGN0_2021-02-26;MFGP;1;42;2.10;0.86
MFGP_BBG00HFWVGN0_2021-03-04;MFGP;1;37;8.88;3.60
MFGP_BBG00HFWVGN0_2021-03-08;MFGP;1;37;-1.11;-0.45
MGY_BBG00GNC8DL2_2021-03-18;MGY;1;7;0.35;0.43
MGY_BBG00GNC8DL2_2021-04-21;MGY;1;22;-11.00;-4.49
MLHR_BBG000BP46T2_2021-04-19;MLHR;1;6;1.20;0.52
MOMO_BBG007HTCQT0_2021-02-24;MOMO;1;15;2.85;1.16
MOMO_BBG007HTCQT0_2021-04-19;MOMO;1;16;0.48;0.20
MRNA_BBG003PHHZT1_2021-03-31;MRNA;1;1;2.33;1.83
NCR_BBG000BMXK89_2021-04-13;NCR;1;6;9.54;4.42
NET_BBG001WMKHH5_2021-01-27;NET;1;3;8.67;3.90
NOK_BBG000BNGBW9_2021-01-28;NOK;1;41;24.60;9.92
NRG_BBG000D8RG11_2021-03-17;NRG;1;6;-25.38;-10.37
