2021-05-30 21:28:22 34      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=ImpulseStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\quotes_2021-02-04;
2021-05-30 21:28:22 35      Trade bot created
2021-05-30 21:28:22 38      Fake connection created
2021-05-30 21:28:23 42      List of disabled tickers: 
2021-05-30 21:28:23 43      AA_BBG00B3T3HD3_2021-02-04
2021-05-30 21:28:23 54      AA: BuyPending. Strategy: ImpulseStrategy. Price: 20.32. StopLoss: 19.84. Candle: ID:1697, Time: 14:35, Close: 20.32. Details: Trend: 14:30(1317)-14:35(1698). PrevMinMax: 19.96/20.02. Trend AB: 1.06831/19.89734. Trend Max/Fall/SD: 20.35/1.18/0.37; TrendGrow: +2.37%. DayAvgChange: 0.14%
2021-05-30 21:28:23 54      AA: OrderID: 04be656a. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:23 54      AA: OrderID: 04be656a fully executed
2021-05-30 21:28:23 56      AA: Pulling stop loss to current price. Price: 20. MaxPrice: 20.25. Candle: ID:1724, Time: 14:35, Close: 20.32.
2021-05-30 21:28:23 56      AA: Pulling stop loss to current price. Price: 20.02. MaxPrice: 20.3. Candle: ID:1982, Time: 14:40, Close: 20.33.
2021-05-30 21:28:23 56      AA: Pulling stop loss to current price. Price: 20.22. MaxPrice: 20.32. Candle: ID:2142, Time: 14:45, Close: 20.35.
2021-05-30 21:28:23 56      AA: SL reached. Pending. Close price: 20.21. Candle: ID:2182, Time: 14:45, Close: 20.21. Profit: -0.11(-0.54%)
2021-05-30 21:28:23 56      AA: OrderID: 9691b8c1. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:23 56      AA: OrderID: 9691b8c1 partially executed. Executed lots: 2. OrderStatus: 2/12 lots
2021-05-30 21:28:23 56      AA: OrderID: 9691b8c1 fully executed
2021-05-30 21:28:23 60      AAL_BBG005P7Q881_2021-02-04
2021-05-30 21:28:23 70      AAPL_BBG000B9XRY4_2021-02-04
2021-05-30 21:28:24 17      ABBV_BBG0025Y4RY4_2021-02-04
2021-05-30 21:28:24 28      ABNB_BBG001Y2XS07_2021-02-04
2021-05-30 21:28:24 29      ABNB: BuyPending. Strategy: ImpulseStrategy. Price: 189. StopLoss: 187.02. Candle: ID:494, Time: 14:30, Close: 189. Details: OutletTime: 13:55(381)-14:30(495). OutletMinMax: 187.02/187.76. TrendAB: 11.64885/187.22482. CurrentChange: +1.06%. DayAvgChange: 0.10%. MaxFall: 0.26%, SD: 0.09
2021-05-30 21:28:24 29      ABNB: OrderID: 30171534. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:24 29      ABNB: OrderID: 30171534 fully executed
2021-05-30 21:28:24 30      ABNB: Price does not grow. Try to set TakeProfit. Price: 191.30. Candle: ID:1509, Time: 14:50, Close: 188.8.
2021-05-30 21:28:24 30      ABNB: Price does not grow. Pulling Stop Loss closer. Price: 188.62. Candle: ID:1511, Time: 14:50, Close: 188.67.
2021-05-30 21:28:24 30      ABNB: SL reached. Pending. Close price: 188.56. Candle: ID:1513, Time: 14:50, Close: 188.56. Profit: -0.44(-0.23%)
2021-05-30 21:28:24 30      ABNB: OrderID: e980ac6b. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:24 30      ABNB: OrderID: e980ac6b fully executed
2021-05-30 21:28:24 34      ABNB: BuyPending. Strategy: ImpulseStrategy. Price: 194.89. StopLoss: 192.94. Candle: ID:3636, Time: 17:15, Close: 194.89. Details: Trend: 17:00(3248)-17:15(3637). PrevMinMax: 190.1/191.9. Trend AB: 7.62072/191.78238. Trend Max/Fall/SD: 194.89/0.30/0.09; TrendGrow: +2.00%. DayAvgChange: 0.32%
2021-05-30 21:28:24 34      ABNB: OrderID: 5c2f2d7c. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:24 34      ABNB: OrderID: 5c2f2d7c fully executed
2021-05-30 21:28:24 35      ABNB: Pulling stop loss to current price. Price: 193.6. MaxPrice: 194.91. Candle: ID:4036, Time: 17:45, Close: 195.15.
2021-05-30 21:28:24 35      ABNB: SL reached. Pending. Close price: 193.52. Candle: ID:4173, Time: 17:55, Close: 193.52. Profit: -1.37(-0.70%)
2021-05-30 21:28:24 35      ABNB: OrderID: 4a399779. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:24 35      ABNB: OrderID: 4a399779 fully executed
2021-05-30 21:28:24 36      ABT_BBG000B9ZXB4_2021-02-04
2021-05-30 21:28:24 40      ACAD_BBG000BHG9K0_2021-02-04
2021-05-30 21:28:24 42      ACH_BBG000CMRVH1_2021-02-04
2021-05-30 21:28:24 43      ADBE_BBG000BB5006_2021-02-04
2021-05-30 21:28:24 49      ADM_BBG000BB6WG8_2021-02-04
2021-05-30 21:28:24 51      ADP_BBG000JG0547_2021-02-04
2021-05-30 21:28:24 54      ADSK_BBG000BM7HL0_2021-02-04
2021-05-30 21:28:24 57      AES_BBG000C23KJ3_2021-02-04
2021-05-30 21:28:24 59      AFL_BBG000BBBNC6_2021-02-04
2021-05-30 21:28:24 62      AIG_BBG000BBDZG3_2021-02-04
2021-05-30 21:28:24 63      AIG: BuyPending. Strategy: ImpulseStrategy. Price: 39.87. StopLoss: 39.39. Candle: ID:264, Time: 14:40, Close: 39.87. Details: Trend: 14:30(28)-14:40(265). PrevMinMax: 38.95/39.1. Trend AB: 3.37957/39.08796. Trend Max/Fall/SD: 39.9/0.59/0.26; TrendGrow: +2.34%. DayAvgChange: 0.50%
2021-05-30 21:28:24 63      AIG: OrderID: df1342df. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:24 63      AIG: OrderID: df1342df fully executed
2021-05-30 21:28:24 63      AIG: Pulling stop loss to current price. Price: 39.49. MaxPrice: 39.83. Candle: ID:311, Time: 14:45, Close: 39.88.
2021-05-30 21:28:24 63      AIG: Pulling stop loss to current price. Price: 39.61. MaxPrice: 39.95. Candle: ID:386, Time: 14:50, Close: 39.99.
2021-05-30 21:28:24 63      AIG: Pulling stop loss to current price. Price: 39.84. MaxPrice: 40.22. Candle: ID:553, Time: 14:55, Close: 40.27.
2021-05-30 21:28:24 64      AIG: Pulling stop loss to current price. Price: 39.96. MaxPrice: 40.43. Candle: ID:724, Time: 15:00, Close: 40.48.
2021-05-30 21:28:24 64      AIG: Pulling stop loss to current price. Price: 40.45. MaxPrice: 40.55. Candle: ID:1008, Time: 15:20, Close: 40.6.
