2021-05-30 21:29:19 99      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=ImpulseStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-03-11;
2021-05-30 21:29:20 00      Trade bot created
2021-05-30 21:29:20 05      Fake connection created
2021-05-30 21:29:22 16      List of disabled tickers: 
2021-05-30 21:29:22 18      A_BBG000C2V3D6_2021-03-11
2021-05-30 21:29:22 36      AA_BBG00B3T3HD3_2021-03-11
2021-05-30 21:29:22 43      AA: BuyPending. Strategy: ImpulseStrategy. Price: 33. StopLoss: 32.67. Candle: ID:394, Time: 9:15, Close: 33. Details: Trend: 9:00(312)-9:15(395). PrevMinMax: 32.32/32.38. Trend AB: 9.92738/32.35659. Trend Max/Fall/SD: 33/0.49/0.42; TrendGrow: +2.10%. DayAvgChange: 0.34%
2021-05-30 21:29:22 44      AA: OrderID: 3c0dde6e. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:22 44      AA: OrderID: 3c0dde6e fully executed
2021-05-30 21:29:22 46      AA: Price does not grow. Try to set TakeProfit. Price: 32.95. Candle: ID:449, Time: 9:35, Close: 32.92.
2021-05-30 21:29:22 46      AA: Price does not grow. Pulling Stop Loss closer. Price: 32.85. Candle: ID:449, Time: 9:35, Close: 32.92.
2021-05-30 21:29:22 46      AA: Price does not grow. Try to set TakeProfit. Price: 32.93. Candle: ID:464, Time: 9:40, Close: 32.9.
2021-05-30 21:29:22 46      AA: Price does not grow. Pulling Stop Loss closer. Price: 32.86. Candle: ID:464, Time: 9:40, Close: 32.9.
2021-05-30 21:29:22 46      AA: SL reached. Pending. Close price: 32.85. Candle: ID:466, Time: 9:40, Close: 32.85. Profit: -0.15(-0.45%)
2021-05-30 21:29:22 47      AA: OrderID: e0bee0da. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:22 48      AA: OrderID: e0bee0da fully executed
2021-05-30 21:29:22 51      AA: BuyPending. Strategy: ImpulseStrategy. Price: 32.58. StopLoss: 32.05. Candle: ID:2452, Time: 14:55, Close: 32.58. Details: Trend: 14:45(2102)-14:55(2453). PrevMinMax: 31.7/32.41. Trend AB: 1.76703/31.87581. Trend Max/Fall/SD: 32.58/0.81/0.25; TrendGrow: +2.32%. DayAvgChange: 0.41%
2021-05-30 21:29:22 51      AA: OrderID: a81efdbf. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:22 55      AA: OrderID: a81efdbf partially executed. Executed lots: 1. OrderStatus: 1/7 lots
2021-05-30 21:29:22 55      AA: OrderID: a81efdbf partially executed. Executed lots: 1. OrderStatus: 2/7 lots
2021-05-30 21:29:22 55      AA: OrderID: a81efdbf fully executed
2021-05-30 21:29:22 55      AA: Price does not grow. Try to set TakeProfit. Price: 32.37. Candle: ID:3023, Time: 15:15, Close: 32.41.
2021-05-30 21:29:22 55      AA: Price does not grow. Pulling Stop Loss closer. Price: 32.12. Candle: ID:3023, Time: 15:15, Close: 32.41.
2021-05-30 21:29:22 55      AA: TP reached. Pending. Close price: 32.43. Candle: ID:3024, Time: 15:15, Close: 32.43. Profit: -0.15(-0.46%)
2021-05-30 21:29:22 55      AA: OrderID: a698fee7. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:22 59      AA: OrderID: a698fee7 fully executed
2021-05-30 21:29:22 66      AAL_BBG005P7Q881_2021-03-11
2021-05-30 21:29:22 80      AAL: BuyPending. Strategy: ImpulseStrategy. Price: 22.29. StopLoss: 21.88. Candle: ID:6659, Time: 14:55, Close: 22.29. Details: Trend: 14:40(5038)-14:55(6660). PrevMinMax: 21.77/22.05. Trend AB: 0.21723/21.89876. Trend Max/Fall/SD: 22.29/0.91/0.21; TrendGrow: +2.06%. DayAvgChange: 0.28%
2021-05-30 21:29:22 80      AAL: OrderID: 737bba07. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:22 82      AAL: OrderID: 737bba07 fully executed
2021-05-30 21:29:22 83      AAL: Pulling stop loss to current price. Price: 21.93. MaxPrice: 22.27. Candle: ID:6675, Time: 14:55, Close: 22.3.
2021-05-30 21:29:22 83      AAL: Price does not grow. Try to set TakeProfit. Price: 22.24. Candle: ID:8563, Time: 15:15, Close: 22.2.
2021-05-30 21:29:22 83      AAL: Price does not grow. Pulling Stop Loss closer. Price: 22.12. Candle: ID:8563, Time: 15:15, Close: 22.2.
2021-05-30 21:29:22 83      AAL: Price does not grow. Try to set TakeProfit. Price: 22.25. Candle: ID:8574, Time: 15:15, Close: 22.21.
2021-05-30 21:29:22 83      AAL: Price does not grow. Try to set TakeProfit. Price: 22.24. Candle: ID:8576, Time: 15:15, Close: 22.2.
2021-05-30 21:29:22 83      AAL: SL reached. Pending. Close price: 22.11. Candle: ID:8718, Time: 15:15, Close: 22.11. Profit: -0.18(-0.81%)
2021-05-30 21:29:22 83      AAL: OrderID: c4964742. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:22 87      AAL: OrderID: c4964742 fully executed
2021-05-30 21:29:23 03      AAN_BBG00WCNDCZ6_2021-03-11
2021-05-30 21:29:23 04      AAON_BBG000C2LZP3_2021-03-11
2021-05-30 21:29:23 05      AAP_BBG000F7RCJ1_2021-03-11
2021-05-30 21:29:23 13      AAPL_BBG000B9XRY4_2021-03-11
2021-05-30 21:29:24 52      ABBV_BBG0025Y4RY4_2021-03-11
2021-05-30 21:29:24 67      ABC_BBG000MDCQC2_2021-03-11
2021-05-30 21:29:24 75      ABG_BBG000BKDWB5_2021-03-11
2021-05-30 21:29:24 83      ABMD_BBG000C101X4_2021-03-11
2021-05-30 21:29:24 84      ABNB_BBG001Y2XS07_2021-03-11
2021-05-30 21:29:24 92      ABNB: BuyPending. Strategy: ImpulseStrategy. Price: 191.55. StopLoss: 187.75. Candle: ID:954, Time: 14:30, Close: 191.55. Details: Trend: 14:15(422)-14:30(955). PrevMinMax: 187.5/188.36. Trend AB: 2.62749/189.19904. Trend Max/Fall/SD: 191.55/0.99/0.30; TrendGrow: +2.00%. DayAvgChange: 0.18%
2021-05-30 21:29:24 92      ABNB: OrderID: de9550f5. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:24 93      ABNB: OrderID: de9550f5 fully executed
2021-05-30 21:29:24 93      ABNB: Pulling stop loss to current price. Price: 188.2. MaxPrice: 189.79. Candle: ID:957, Time: 14:30, Close: 191.5.
2021-05-30 21:29:24 93      ABNB: Pulling stop loss to current price. Price: 191.03. MaxPrice: 192.6. Candle: ID:1727, Time: 14:50, Close: 192.81.
2021-05-30 21:29:24 93      ABNB: SL reached. Pending. Close price: 191. Candle: ID:1971, Time: 14:55, Close: 191. Profit: -0.55(-0.29%)
2021-05-30 21:29:24 95      ABNB: OrderID: 476aeb02. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:29:24 97      ABNB: OrderID: 476aeb02 fully executed
