2021-05-30 21:28:26 30      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=ImpulseStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-02-16;
2021-05-30 21:28:26 31      Trade bot created
2021-05-30 21:28:26 34      Fake connection created
2021-05-30 21:28:27 06      List of disabled tickers: 
2021-05-30 21:28:27 08      AA_BBG00B3T3HD3_2021-02-16
2021-05-30 21:28:27 14      AA: BuyPending. Strategy: ImpulseStrategy. Price: 22.3. StopLoss: 22.07. Candle: ID:1476, Time: 14:30, Close: 22.3. Details: Trend: 14:15(1283)-14:30(1477). PrevMinMax: 21.9/22.12. Trend AB: 2.23661/21.89412. Trend Max/Fall/SD: 22.3/0.32/0.17; TrendGrow: +2.01%. DayAvgChange: 0.15%
2021-05-30 21:28:27 15      AA: OrderID: 776362b9. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:27 15      AA: OrderID: 776362b9 fully executed
2021-05-30 21:28:27 17      AA: Price does not grow. Try to set TakeProfit. Price: 22.30. Candle: ID:1914, Time: 14:50, Close: 22.22.
2021-05-30 21:28:27 17      AA: Price does not grow. Pulling Stop Loss closer. Price: 22.16. Candle: ID:1914, Time: 14:50, Close: 22.22.
2021-05-30 21:28:27 17      AA: Price does not grow. Try to set TakeProfit. Price: 22.31. Candle: ID:1927, Time: 14:50, Close: 22.25.
2021-05-30 21:28:27 17      AA: Price does not grow. Try to set TakeProfit. Price: 22.30. Candle: ID:1934, Time: 14:50, Close: 22.23.
2021-05-30 21:28:27 17      AA: SL reached. Pending. Close price: 22.15. Candle: ID:1949, Time: 14:50, Close: 22.15. Profit: -0.15(-0.67%)
2021-05-30 21:28:27 17      AA: OrderID: f52b5618. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:27 17      AA: OrderID: f52b5618 fully executed
2021-05-30 21:28:27 21      AAL_BBG005P7Q881_2021-02-16
