2021-05-30 21:28:48 90      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=ImpulseStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-02-26;
2021-05-30 21:28:48 91      Trade bot created
2021-05-30 21:28:48 96      Fake connection created
2021-05-30 21:28:50 18      List of disabled tickers: 
2021-05-30 21:28:50 20      AA_BBG00B3T3HD3_2021-02-26
2021-05-30 21:28:50 38      AAL_BBG005P7Q881_2021-02-26
2021-05-30 21:28:50 45      AAL: BuyPending. Strategy: ImpulseStrategy. Price: 20.91. StopLoss: 20.55. Candle: ID:919, Time: 8:25, Close: 20.91. Details: Trend: 8:10(796)-8:25(920). PrevMinMax: 20.22/20.43. Trend AB: 4.06908/20.31370. Trend Max/Fall/SD: 20.92/0.86/0.33; TrendGrow: +2.75%. DayAvgChange: 0.48%
2021-05-30 21:28:50 46      AAL: OrderID: 656e62b8. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:50 46      AAL: OrderID: 656e62b8 partially executed. Executed lots: 1. OrderStatus: 1/11 lots
2021-05-30 21:28:50 48      AAL: OrderID: 656e62b8 fully executed
2021-05-30 21:28:50 48      AAL: Pulling stop loss to current price. Price: 20.57. MaxPrice: 20.9. Candle: ID:978, Time: 8:35, Close: 20.93.
2021-05-30 21:28:50 48      AAL: SL reached. Pending. Close price: 20.5. Candle: ID:1128, Time: 9:00, Close: 20.5. Profit: -0.41(-1.96%)
2021-05-30 21:28:50 48      AAL: OrderID: bb637f23. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:50 48      AAL: OrderID: bb637f23 fully executed
2021-05-30 21:28:50 50      AAL: BuyPending. Strategy: ImpulseStrategy. Price: 20.93. StopLoss: 20.66. Candle: ID:2516, Time: 14:00, Close: 20.93. Details: Trend: 13:55(2355)-14:00(2517). PrevMinMax: 20.22/20.68. Trend AB: 2.29558/20.55780. Trend Max/Fall/SD: 20.93/0.63/0.14; TrendGrow: +2.00%. DayAvgChange: 0.43%
2021-05-30 21:28:50 50      AAL: OrderID: 27cf0ddd. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:50 51      AAL: OrderID: 27cf0ddd partially executed. Executed lots: 5. OrderStatus: 5/11 lots
2021-05-30 21:28:50 51      AAL: OrderID: 27cf0ddd fully executed
2021-05-30 21:28:50 51      AAL: SL reached. Pending. Close price: 20.6. Candle: ID:2767, Time: 14:15, Close: 20.6. Profit: -0.33(-1.58%)
2021-05-30 21:28:50 51      AAL: OrderID: fa07bfa1. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:50 52      AAL: OrderID: fa07bfa1 fully executed
2021-05-30 21:28:52 97      AAL: BuyPending. Strategy: ImpulseStrategy. Price: 21.09. StopLoss: 20.87. Candle: ID:5138, Time: 14:40, Close: 21.09. Details: Trend: 14:35(4605)-14:40(5139). PrevMinMax: 20.34/20.97. Trend AB: 0.47867/20.80077. Trend Max/Fall/SD: 21.09/0.38/0.22; TrendGrow: +2.03%. DayAvgChange: 0.68%
2021-05-30 21:28:52 98      AAL: OrderID: a326eeed. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:52 98      AAL: OrderID: a326eeed fully executed
