2021-05-30 21:28:44 75      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=ImpulseStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-02-24;
2021-05-30 21:28:44 76      Trade bot created
2021-05-30 21:28:44 79      Fake connection created
2021-05-30 21:28:45 99      List of disabled tickers: 
2021-05-30 21:28:46 02      AA_BBG00B3T3HD3_2021-02-24
2021-05-30 21:28:46 15      AA: BuyPending. Strategy: ImpulseStrategy. Price: 25.41. StopLoss: 25.15. Candle: ID:1103, Time: 14:30, Close: 25.41. Details: Trend: 14:20(1006)-14:30(1104). PrevMinMax: 24.88/25.21. Trend AB: 6.25634/24.86759. Trend Max/Fall/SD: 25.42/0.36/0.18; TrendGrow: +2.01%. DayAvgChange: 0.20%
2021-05-30 21:28:46 16      AA: OrderID: 6c6987ed. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:46 17      AA: OrderID: 6c6987ed fully executed
2021-05-30 21:28:46 19      AA: Pulling stop loss to current price. Price: 25.49. MaxPrice: 25.56. Candle: ID:1878, Time: 14:45, Close: 25.59.
2021-05-30 21:28:46 19      AA: Pulling stop loss to current price. Price: 25.59. MaxPrice: 25.84. Candle: ID:2224, Time: 15:00, Close: 25.87.
2021-05-30 21:28:46 20      AA: Pulling stop loss to current price. Price: 25.72. MaxPrice: 25.92. Candle: ID:2879, Time: 15:15, Close: 25.95.
2021-05-30 21:28:46 20      AA: Pulling stop loss to current price. Price: 25.8. MaxPrice: 26.26. Candle: ID:3544, Time: 15:25, Close: 26.29.
2021-05-30 21:28:46 20      AA: Pulling stop loss to current price. Price: 26.25. MaxPrice: 26.42. Candle: ID:4015, Time: 15:35, Close: 26.46.
2021-05-30 21:28:46 20      AA: Pulling stop loss to current price. Price: 26.42. MaxPrice: 26.57. Candle: ID:4477, Time: 15:45, Close: 26.6.
2021-05-30 21:28:46 20      AA: Pulling stop loss to current price. Price: 26.56. MaxPrice: 26.71. Candle: ID:4808, Time: 15:55, Close: 26.74.
2021-05-30 21:28:46 21      AA: SL reached. Pending. Close price: 26.55. Candle: ID:5118, Time: 16:00, Close: 26.55. Profit: 1.14(4.49%)
2021-05-30 21:28:46 21      AA: OrderID: 44ecc530. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:46 21      AA: OrderID: 44ecc530 partially executed. Executed lots: 1. OrderStatus: 1/9 lots
2021-05-30 21:28:46 21      AA: OrderID: 44ecc530 partially executed. Executed lots: 5. OrderStatus: 6/9 lots
2021-05-30 21:28:46 21      AA: OrderID: 44ecc530 fully executed
2021-05-30 21:28:46 26      AAL_BBG005P7Q881_2021-02-24
