2021-05-30 21:37:08 36      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=GoodGrowStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-02-16;
2021-05-30 21:37:08 37      Trade bot created
2021-05-30 21:37:08 39      Fake connection created
2021-05-30 21:37:09 04      List of disabled tickers: 
2021-05-30 21:37:09 05      AA_BBG00B3T3HD3_2021-02-16
2021-05-30 21:37:09 13      AAL_BBG005P7Q881_2021-02-16
2021-05-30 21:37:09 21      AAPL_BBG000B9XRY4_2021-02-16
2021-05-30 21:37:09 65      ABBV_BBG0025Y4RY4_2021-02-16
2021-05-30 21:37:09 72      ABNB_BBG001Y2XS07_2021-02-16
2021-05-30 21:37:09 76      ABT_BBG000B9ZXB4_2021-02-16
2021-05-30 21:37:09 80      ACAD_BBG000BHG9K0_2021-02-16
2021-05-30 21:37:09 81      ACH_BBG000CMRVH1_2021-02-16
2021-05-30 21:37:09 82      ACH: BuyPending. Strategy: GoodGrowStrategy. Price: 9.89. StopLoss: 9.6. Candle: ID:1282, Time: 9:00, Close: 9.89. Details: Reason: DayMax: 9.68. Current change: +2.17%
2021-05-30 21:37:09 82      ACH: OrderID: 63088021. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:09 83      ACH: OrderID: 63088021 fully executed
2021-05-30 21:37:09 83      ACH: Price does not grow. Try to set TakeProfit. Price: 9.79. Candle: ID:1434, Time: 9:20, Close: 9.8.
2021-05-30 21:37:09 83      ACH: TP reached. Pending. Close price: 9.79. Candle: ID:1440, Time: 9:20, Close: 9.79. Profit: -0.10(-1.01%)
2021-05-30 21:37:09 83      ACH: OrderID: 77a271cc. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:09 83      ACH: OrderID: 77a271cc fully executed
2021-05-30 21:37:09 84      ADBE_BBG000BB5006_2021-02-16
2021-05-30 21:37:09 87      ADM_BBG000BB6WG8_2021-02-16
2021-05-30 21:37:09 90      ADP_BBG000JG0547_2021-02-16
2021-05-30 21:37:09 92      ADSK_BBG000BM7HL0_2021-02-16
2021-05-30 21:37:09 93      ADSK: BuyPending. Strategy: GoodGrowStrategy. Price: 312.79. StopLoss: 307.85. Candle: ID:431, Time: 14:40, Close: 312.79. Details: Reason: DayMax: 306.35. Current change: +2.10%
2021-05-30 21:37:09 93      ADSK: OrderID: 3b973ffa. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:09 93      ADSK: OrderID: 3b973ffa fully executed
2021-05-30 21:37:09 93      ADSK: Pulling stop loss to current price. Price: 307.94. MaxPrice: 313. Candle: ID:757, Time: 14:45, Close: 313.25.
2021-05-30 21:37:09 93      ADSK: Pulling stop loss to current price. Price: 308.28. MaxPrice: 315.11. Candle: ID:904, Time: 14:50, Close: 315.15.
2021-05-30 21:37:09 93      ADSK: Pulling stop loss to current price. Price: 313.59. MaxPrice: 315.11. Candle: ID:1278, Time: 15:05, Close: 314.85.
2021-05-30 21:37:09 93      ADSK: Pulling stop loss to current price. Price: 313.89. MaxPrice: 315.11. Candle: ID:1302, Time: 15:10, Close: 314.82.
2021-05-30 21:37:09 93      ADSK: SL reached. Pending. Close price: 313.85. Candle: ID:1338, Time: 15:10, Close: 313.85. Profit: 1.06(0.34%)
2021-05-30 21:37:09 93      ADSK: OrderID: b2287b16. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:09 93      ADSK: OrderID: b2287b16 fully executed
2021-05-30 21:37:09 95      AES_BBG000C23KJ3_2021-02-16
2021-05-30 21:37:09 98      AFL_BBG000BBBNC6_2021-02-16
2021-05-30 21:37:10 00      AIG_BBG000BBDZG3_2021-02-16
2021-05-30 21:37:10 03      AKAM_BBG000BJQWD2_2021-02-16
2021-05-30 21:37:10 07      ALK_BBG000BBL0Y1_2021-02-16
2021-05-30 21:37:10 09      ALL_BBG000BVMGF2_2021-02-16
2021-05-30 21:37:10 12      ALXN_BBG000G30YX4_2021-02-16
2021-05-30 21:37:10 14      AMAT_BBG000BBPFB9_2021-02-16
2021-05-30 21:37:10 24      AMCX_BBG000H01H92_2021-02-16
2021-05-30 21:37:10 24      AMCX: BuyPending. Strategy: GoodGrowStrategy. Price: 50.62. StopLoss: 49.2. Candle: ID:234, Time: 14:50, Close: 50.62. Details: Reason: DayMax: 49.62. Current change: +2.02%
