2021-05-30 21:36:00 27      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=GoodGrowStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\quotes_2021-01-12;
2021-05-30 21:36:00 28      Trade bot created
2021-05-30 21:36:00 30      Fake connection created
2021-05-30 21:36:00 93      List of disabled tickers: 
2021-05-30 21:36:00 94      AA_BBG00B3T3HD3_2021-01-12
2021-05-30 21:36:00 99      AAL_BBG005P7Q881_2021-01-12
2021-05-30 21:36:01 05      AAPL_BBG000B9XRY4_2021-01-12
2021-05-30 21:36:01 44      ABBV_BBG0025Y4RY4_2021-01-12
2021-05-30 21:36:01 49      ABNB_BBG001Y2XS07_2021-01-12
2021-05-30 21:36:01 53      ABNB: BuyPending. Strategy: GoodGrowStrategy. Price: 155.75. StopLoss: 153.8. Candle: ID:5344, Time: 19:10, Close: 155.75. Details: Reason: DayMax: 152.68. Current change: +2.01%
2021-05-30 21:36:01 53      ABNB: OrderID: c61b6906. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:01 53      ABNB: OrderID: c61b6906 fully executed
2021-05-30 21:36:01 53      ABNB: Pulling stop loss to current price. Price: 154.35. MaxPrice: 157.8. Candle: ID:5803, Time: 19:20, Close: 157.85.
2021-05-30 21:36:01 53      ABNB: Pulling stop loss to current price. Price: 156. MaxPrice: 158.89. Candle: ID:6176, Time: 19:25, Close: 158.91.
2021-05-30 21:36:01 53      ABNB: SL reached. Pending. Close price: 155.95. Candle: ID:6953, Time: 19:45, Close: 155.95. Profit: 0.20(0.13%)
2021-05-30 21:36:01 53      ABNB: OrderID: a1622424. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:01 53      ABNB: OrderID: a1622424 fully executed
2021-05-30 21:36:01 55      ABT_BBG000B9ZXB4_2021-01-12
2021-05-30 21:36:01 59      ACAD_BBG000BHG9K0_2021-01-12
2021-05-30 21:36:01 60      ACH_BBG000CMRVH1_2021-01-12
2021-05-30 21:36:01 61      ADBE_BBG000BB5006_2021-01-12
2021-05-30 21:36:01 67      ADM_BBG000BB6WG8_2021-01-12
2021-05-30 21:36:01 69      ADP_BBG000JG0547_2021-01-12
2021-05-30 21:36:01 71      ADSK_BBG000BM7HL0_2021-01-12
2021-05-30 21:36:01 74      AES_BBG000C23KJ3_2021-01-12
2021-05-30 21:36:01 76      AFL_BBG000BBBNC6_2021-01-12
2021-05-30 21:36:01 77      AFL: BuyPending. Strategy: GoodGrowStrategy. Price: 46.82. StopLoss: 45.89. Candle: ID:55, Time: 12:50, Close: 46.82. Details: Reason: DayMax: 45.88. Current change: +2.05%
2021-05-30 21:36:01 77      AFL: OrderID: 69c532fb. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:01 77      AFL: OrderID: 69c532fb fully executed
2021-05-30 21:36:01 77      AFL: Seems price is decreases. Closing by current price. Price: 46. Candle: ID:122, Time: 14:30, Close: 46.
2021-05-30 21:36:01 77      AFL: SL reached. Pending. Close price: 45.9. Candle: ID:123, Time: 14:30, Close: 45.9. Profit: -0.92(-1.96%)
2021-05-30 21:36:01 77      AFL: OrderID: d9412be3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:01 77      AFL: OrderID: d9412be3 fully executed
2021-05-30 21:36:01 78      AIG_BBG000BBDZG3_2021-01-12
2021-05-30 21:36:01 81      AKAM_BBG000BJQWD2_2021-01-12
2021-05-30 21:36:01 82      ALK_BBG000BBL0Y1_2021-01-12
2021-05-30 21:36:01 84      ALL_BBG000BVMGF2_2021-01-12
2021-05-30 21:36:01 85      ALXN_BBG000G30YX4_2021-01-12
2021-05-30 21:36:01 88      AMAT_BBG000BBPFB9_2021-01-12
2021-05-30 21:36:01 95      AMCX_BBG000H01H92_2021-01-12
2021-05-30 21:36:01 96      AMD_BBG000BBQCY0_2021-01-12
2021-05-30 21:36:02 21      AMGN_BBG000BBS2Y0_2021-01-12
2021-05-30 21:36:02 25      AMZN_BBG000BVPV84_2021-01-12
2021-05-30 21:36:02 36      ANGI_BBG00HVKH3Q0_2021-01-12
2021-05-30 21:36:02 36      ANGI: BuyPending. Strategy: GoodGrowStrategy. Price: 12.63. StopLoss: 12.25. Candle: ID:380, Time: 14:40, Close: 12.63. Details: Reason: DayMax: 12.38. Current change: +2.02%
2021-05-30 21:36:02 36      ANGI: OrderID: 7b005459. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:02 36      ANGI: OrderID: 7b005459 fully executed
2021-05-30 21:36:02 36      ANGI: Pulling stop loss to current price. Price: 12.49. MaxPrice: 12.64. Candle: ID:463, Time: 14:45, Close: 12.68.
2021-05-30 21:36:02 36      ANGI: Seems price is decreases. Closing by current price. Price: 12.56. Candle: ID:641, Time: 15:00, Close: 12.56.
2021-05-30 21:36:02 36      ANGI: SL reached. Pending. Close price: 12.55. Candle: ID:643, Time: 15:00, Close: 12.55. Profit: -0.08(-0.63%)
2021-05-30 21:36:02 36      ANGI: OrderID: d1815b47. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:02 36      ANGI: OrderID: d1815b47 fully executed
2021-05-30 21:36:02 38      APA_BBG000BC2C10_2021-01-12
2021-05-30 21:36:02 38      Warning: figi `BBG000BC2C10` for history data does not match actual figi `BBG00YTS96G2`. Ticker: APA. Will be used actual!
2021-05-30 21:36:02 41      APA: BuyPending. Strategy: GoodGrowStrategy. Price: 17.48. StopLoss: 17.18. Candle: ID:1316, Time: 14:55, Close: 17.48. Details: Reason: Grow:1.18%;0.47%;0.98%;0.34%;
2021-05-30 21:36:02 41      APA: OrderID: bbc11fd4. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:36:02 41      APA: OrderID: bbc11fd4 fully executed
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.26. MaxPrice: 17.53. Candle: ID:1474, Time: 15:00, Close: 17.55.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.42. MaxPrice: 17.59. Candle: ID:1749, Time: 15:05, Close: 17.6.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.54. MaxPrice: 17.62. Candle: ID:1856, Time: 15:10, Close: 17.64.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.59. MaxPrice: 17.83. Candle: ID:2053, Time: 15:15, Close: 17.84.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.78. MaxPrice: 17.87. Candle: ID:2638, Time: 15:35, Close: 17.88.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.87. MaxPrice: 17.9. Candle: ID:2856, Time: 15:45, Close: 17.92.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.89. MaxPrice: 17.97. Candle: ID:3056, Time: 15:50, Close: 18.
2021-05-30 21:36:02 41      APA: Pulling stop loss to current price. Price: 17.91. MaxPrice: 18.09. Candle: ID:3197, Time: 15:55, Close: 18.09.
