2021-05-30 21:37:42 28      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=GoodGrowStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-03-01;
2021-05-30 21:37:42 29      Trade bot created
2021-05-30 21:37:42 31      Fake connection created
2021-05-30 21:37:43 01      List of disabled tickers: 
2021-05-30 21:37:43 02      AA_BBG00B3T3HD3_2021-03-01
2021-05-30 21:37:43 07      AA: BuyPending. Strategy: GoodGrowStrategy. Price: 25.43. StopLoss: 24.9. Candle: ID:168, Time: 7:25, Close: 25.43. Details: Reason: DayMax: 24.89. Current change: +2.17%
2021-05-30 21:37:43 08      AA: OrderID: 1cda7468. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:43 08      AA: OrderID: 1cda7468 fully executed
2021-05-30 21:37:43 08      AA: Price does not grow. Try to set TakeProfit. Price: 25.19. Candle: ID:236, Time: 7:45, Close: 25.2.
2021-05-30 21:37:43 08      AA: TP reached. Pending. Close price: 25.22. Candle: ID:237, Time: 7:45, Close: 25.22. Profit: -0.21(-0.83%)
2021-05-30 21:37:43 08      AA: OrderID: 2d89ce0d. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:43 08      AA: OrderID: 2d89ce0d fully executed
2021-05-30 21:37:43 08      AA: BuyPending. Strategy: GoodGrowStrategy. Price: 25.51. StopLoss: 25.33. Candle: ID:537, Time: 9:35, Close: 25.51. Details: Reason: Grow:0.84%;0.36%;0.59%;0.31%;
2021-05-30 21:37:43 08      AA: OrderID: a6ea1e1b. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:43 08      AA: OrderID: a6ea1e1b fully executed
2021-05-30 21:37:43 08      AA: Price does not grow. Try to set TakeProfit. Price: 25.39. Candle: ID:576, Time: 9:55, Close: 25.37.
2021-05-30 21:37:43 08      AA: Price does not grow. Try to set TakeProfit. Price: 25.36. Candle: ID:584, Time: 10:00, Close: 25.33.
2021-05-30 21:37:43 08      AA: SL reached. Pending. Close price: 25.3. Candle: ID:586, Time: 10:00, Close: 25.3. Profit: -0.21(-0.82%)
2021-05-30 21:37:43 08      AA: OrderID: 47161b45. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:43 08      AA: OrderID: 47161b45 fully executed
2021-05-30 21:37:43 09      AA: BuyPending. Strategy: GoodGrowStrategy. Price: 25.92. StopLoss: 25.49. Candle: ID:1380, Time: 14:35, Close: 25.92. Details: Reason: DayMax: 25.41. Current change: +2.01%
2021-05-30 21:37:43 09      AA: OrderID: f25cb952. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:43 09      AA: OrderID: f25cb952 fully executed
2021-05-30 21:37:43 09      AA: SL reached. Pending. Close price: 25.47. Candle: ID:1696, Time: 14:50, Close: 25.47. Profit: -0.45(-1.74%)
2021-05-30 21:37:43 09      AA: OrderID: b28f04f3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:43 09      AA: OrderID: b28f04f3 fully executed
2021-05-30 21:37:43 11      AAL_BBG005P7Q881_2021-03-01
2021-05-30 21:37:43 22      AAPL_BBG000B9XRY4_2021-03-01
2021-05-30 21:37:43 72      ABBV_BBG0025Y4RY4_2021-03-01
2021-05-30 21:37:43 76      ABNB_BBG001Y2XS07_2021-03-01
2021-05-30 21:37:43 88      ABT_BBG000B9ZXB4_2021-03-01
2021-05-30 21:37:43 91      ACAD_BBG000BHG9K0_2021-03-01
2021-05-30 21:37:43 92      ACH_BBG000CMRVH1_2021-03-01
2021-05-30 21:37:43 93      ADBE_BBG000BB5006_2021-03-01
2021-05-30 21:37:43 99      ADM_BBG000BB6WG8_2021-03-01
2021-05-30 21:37:44 02      ADP_BBG000JG0547_2021-03-01
2021-05-30 21:37:44 06      ADSK_BBG000BM7HL0_2021-03-01
2021-05-30 21:37:44 09      AES_BBG000C23KJ3_2021-03-01
2021-05-30 21:37:44 12      AFL_BBG000BBBNC6_2021-03-01
2021-05-30 21:37:44 14      AIG_BBG000BBDZG3_2021-03-01
2021-05-30 21:37:44 15      AIG: BuyPending. Strategy: GoodGrowStrategy. Price: 45.89. StopLoss: 44.88. Candle: ID:499, Time: 14:40, Close: 45.89. Details: Reason: DayMax: 44.93. Current change: +2.14%
2021-05-30 21:37:44 15      AIG: OrderID: 01583713. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 15      AIG: OrderID: 01583713 fully executed
2021-05-30 21:37:44 15      AIG: Seems price is decreases. Closing by current price. Price: 45.64. Candle: ID:1879, Time: 14:55, Close: 45.64.
2021-05-30 21:37:44 15      AIG: SL reached. Pending. Close price: 45.58. Candle: ID:1886, Time: 14:55, Close: 45.58. Profit: -0.31(-0.68%)
2021-05-30 21:37:44 15      AIG: OrderID: a22e1d21. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 15      AIG: OrderID: a22e1d21 fully executed
2021-05-30 21:37:44 17      AKAM_BBG000BJQWD2_2021-03-01
2021-05-30 21:37:44 20      ALK_BBG000BBL0Y1_2021-03-01
2021-05-30 21:37:44 22      ALL_BBG000BVMGF2_2021-03-01
2021-05-30 21:37:44 24      ALXN_BBG000G30YX4_2021-03-01
2021-05-30 21:37:44 29      AMAT_BBG000BBPFB9_2021-03-01
2021-05-30 21:37:44 37      AMCX_BBG000H01H92_2021-03-01
2021-05-30 21:37:44 40      AMD_BBG000BBQCY0_2021-03-01
2021-05-30 21:37:44 59      AMGN_BBG000BBS2Y0_2021-03-01
2021-05-30 21:37:44 64      AMZN_BBG000BVPV84_2021-03-01
2021-05-30 21:37:44 71      ANGI_BBG00HVKH3Q0_2021-03-01
2021-05-30 21:37:44 72      ANGI: BuyPending. Strategy: GoodGrowStrategy. Price: 15.51. StopLoss: 15.21. Candle: ID:80, Time: 14:30, Close: 15.51. Details: Reason: DayMax: 15.1. Current change: +2.72%
2021-05-30 21:37:44 72      ANGI: OrderID: 83c177af. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 72      ANGI: OrderID: 83c177af fully executed
2021-05-30 21:37:44 72      ANGI: Pulling stop loss to current price. Price: 15.3. MaxPrice: 15.51. Candle: ID:160, Time: 14:40, Close: 15.55.
2021-05-30 21:37:44 72      ANGI: SL reached. Pending. Close price: 15.2. Candle: ID:217, Time: 14:45, Close: 15.2. Profit: -0.31(-2.00%)
2021-05-30 21:37:44 72      ANGI: OrderID: 087a1100. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 72      ANGI: OrderID: 087a1100 fully executed
2021-05-30 21:37:44 74      APA_BBG000BC2C10_2021-03-01
2021-05-30 21:37:44 74      Warning: figi `BBG000BC2C10` for history data does not match actual figi `BBG00YTS96G2`. Ticker: APA. Will be used actual!
2021-05-30 21:37:44 75      APA: BuyPending. Strategy: GoodGrowStrategy. Price: 20.85. StopLoss: 20.2. Candle: ID:235, Time: 9:45, Close: 20.85. Details: Reason: DayMax: 20.21. Current change: +3.17%
2021-05-30 21:37:44 76      APA: OrderID: 7944e5b5. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 76      APA: SPYKE!. Candle: ID:236, Time: 9:45, Close: 21.69
2021-05-30 21:37:44 76      APA: SPYKE!. Candle: ID:237, Time: 9:45, Close: 22.15
2021-05-30 21:37:44 76      APA: OrderID: 7944e5b5 fully executed
2021-05-30 21:37:44 76      APA: Price does not grow. Try to set TakeProfit. Price: 20.49. Candle: ID:282, Time: 10:05, Close: 20.46.
2021-05-30 21:37:44 76      APA: Price does not grow. Try to set TakeProfit. Price: 20.49. Candle: ID:289, Time: 10:10, Close: 20.46.
2021-05-30 21:37:44 76      APA: Price does not grow. Try to set TakeProfit. Price: 20.46. Candle: ID:296, Time: 10:15, Close: 20.45.
2021-05-30 21:37:44 76      APA: Price does not grow. Try to set TakeProfit. Price: 20.44. Candle: ID:299, Time: 10:20, Close: 20.42.
2021-05-30 21:37:44 76      APA: Price does not grow. Try to set TakeProfit. Price: 20.44. Candle: ID:304, Time: 10:25, Close: 20.43.
2021-05-30 21:37:44 76      APA: Price does not grow. Try to set TakeProfit. Price: 20.42. Candle: ID:309, Time: 10:30, Close: 20.39.
2021-05-30 21:37:44 76      APA: TP reached. Pending. Close price: 20.42. Candle: ID:310, Time: 10:30, Close: 20.42. Profit: -0.43(-2.06%)
2021-05-30 21:37:44 76      APA: OrderID: d6784f0e. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 76      APA: OrderID: d6784f0e fully executed
2021-05-30 21:37:44 79      APLE_BBG006473QX9_2021-03-01
2021-05-30 21:37:44 80      APTV_BBG001QD41M9_2021-03-01
2021-05-30 21:37:44 82      ARCT_BBG00NNW8JK1_2021-03-01
2021-05-30 21:37:44 83      ARCT: BuyPending. Strategy: GoodGrowStrategy. Price: 55.13. StopLoss: 54.1. Candle: ID:1028, Time: 14:30, Close: 55.13. Details: Reason: DayMax: 54.03. Current change: +2.04%
2021-05-30 21:37:44 83      ARCT: OrderID: 09c36b80. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 83      ARCT: OrderID: 09c36b80 fully executed
2021-05-30 21:37:44 83      ARCT: SL reached. Pending. Close price: 54.02. Candle: ID:1063, Time: 14:30, Close: 54.02. Profit: -1.11(-2.01%)
2021-05-30 21:37:44 83      ARCT: OrderID: 81321fef. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 83      ARCT: OrderID: 81321fef fully executed
2021-05-30 21:37:44 85      ARMK_BBG001KY4N87_2021-03-01
2021-05-30 21:37:44 87      ARWR_BBG000BRVKH0_2021-03-01
2021-05-30 21:37:44 89      ATRA_BBG005Q3MQY4_2021-03-01
2021-05-30 21:37:44 89      ATRA: BuyPending. Strategy: GoodGrowStrategy. Price: 17.53. StopLoss: 17.29. Candle: ID:1079, Time: 14:45, Close: 17.53. Details: Reason: Grow:0.58%;0.58%;0.69%;0.46%;
2021-05-30 21:37:44 89      ATRA: OrderID: 59eb7dce. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 89      ATRA: OrderID: 59eb7dce fully executed
2021-05-30 21:37:44 89      ATRA: SL reached. Pending. Close price: 17.28. Candle: ID:1096, Time: 14:45, Close: 17.28. Profit: -0.25(-1.43%)
2021-05-30 21:37:44 89      ATRA: OrderID: ea26f43f. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:44 90      ATRA: OrderID: ea26f43f fully executed
2021-05-30 21:37:44 91      ATUS_BBG00GFMPRK0_2021-03-01
2021-05-30 21:37:44 93      ATVI_BBG000CVWGS6_2021-03-01
2021-05-30 21:37:44 98      AVGO_BBG00KHY5S69_2021-03-01
2021-05-30 21:37:45 03      AXP_BBG000BCQZS4_2021-03-01
2021-05-30 21:37:45 07      BA_BBG000BCSST7_2021-03-01
2021-05-30 21:37:45 18      BABA_BBG006G2JVL2_2021-03-01
2021-05-30 21:37:45 33      BAC_BBG000BCTLF6_2021-03-01
2021-05-30 21:37:45 40      BAX_BBG000BCVJ77_2021-03-01
2021-05-30 21:37:45 45      BBBY_BBG000CSY9H9_2021-03-01
2021-05-30 21:37:45 48      BBY_BBG000BCWCG1_2021-03-01
2021-05-30 21:37:45 52      BEN_BBG000BD0TF8_2021-03-01
2021-05-30 21:37:45 53      BEN: BuyPending. Strategy: GoodGrowStrategy. Price: 27.06. StopLoss: 27.01. Candle: ID:250, Time: 14:45, Close: 27.06. Details: Reason: DayMax: 26.52. Current change: +2.04%
2021-05-30 21:37:45 53      BEN: OrderID: 9bd08248. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:45 53      BEN: OrderID: 9bd08248 fully executed
2021-05-30 21:37:45 53      BEN: SL reached. Pending. Close price: 27. Candle: ID:279, Time: 14:50, Close: 27. Profit: -0.06(-0.22%)
2021-05-30 21:37:45 53      BEN: OrderID: daaf6144. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:45 53      BEN: OrderID: daaf6144 fully executed
2021-05-30 21:37:45 55      BHF_BBG00DYPZ4T0_2021-03-01
2021-05-30 21:37:45 56      BIDU_BBG000QXWHD1_2021-03-01
2021-05-30 21:37:45 70      BIIB_BBG000C17X76_2021-03-01
2021-05-30 21:37:45 74      BILI_BBG00K7T3037_2021-03-01
2021-05-30 21:37:45 85      BK_BBG000BD8PN9_2021-03-01
2021-05-30 21:37:45 88      BKR_BBG00GBVBK51_2021-03-01
2021-05-30 21:37:45 91      BLDR_BBG000BKD3K9_2021-03-01
2021-05-30 21:37:45 94      BLUE_BBG000QGWY50_2021-03-01
2021-05-30 21:37:45 99      BLUE: BuyPending. Strategy: GoodGrowStrategy. Price: 30.98. StopLoss: 30.06. Candle: ID:15790, Time: 21:30, Close: 30.98. Details: Reason: DayMax: 30.22. Current change: +2.51%
2021-05-30 21:37:45 99      BLUE: OrderID: 086d68a3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:45 99      BLUE: OrderID: 086d68a3 fully executed
2021-05-30 21:37:45 99      BLUE: Price does not grow. Try to set TakeProfit. Price: 30.20. Candle: ID:15852, Time: 21:50, Close: 30.19.
2021-05-30 21:37:45 99      BLUE: Price does not grow. Try to set TakeProfit. Price: 30.19. Candle: ID:15870, Time: 21:55, Close: 30.19.
2021-05-30 21:37:45 99      BLUE: TP reached. Pending. Close price: 30.19. Candle: ID:15871, Time: 21:55, Close: 30.19. Profit: -0.79(-2.55%)
2021-05-30 21:37:46 00      BLUE: OrderID: adc6e93c. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:46 00      BLUE: OrderID: adc6e93c fully executed
2021-05-30 21:37:46 00      BMRN_BBG000CZWZ05_2021-03-01
2021-05-30 21:37:46 03      BMY_BBG000DQLV23_2021-03-01
2021-05-30 21:37:46 09      BRK.B_BBG000DWG505_2021-03-01
2021-05-30 21:37:46 13      BSX_BBG000C0LW92_2021-03-01
2021-05-30 21:37:46 16      BTI_BBG000BWPXQ8_2021-03-01
2021-05-30 21:37:46 18      BUD_BBG000RYC984_2021-03-01
2021-05-30 21:37:46 20      BWA_BBG000BJ49H3_2021-03-01
2021-05-30 21:37:46 22      BYND_BBG003CVJP50_2021-03-01
2021-05-30 21:37:46 26      BYND: BuyPending. Strategy: GoodGrowStrategy. Price: 153.66. StopLoss: 149.93. Candle: ID:594, Time: 10:05, Close: 153.66. Details: Reason: DayMax: 150.29. Current change: +2.24%
2021-05-30 21:37:46 26      BYND: OrderID: 610abe4d. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:46 26      BYND: OrderID: 610abe4d fully executed
2021-05-30 21:37:46 26      BYND: Price does not grow. Try to set TakeProfit. Price: 152.55. Candle: ID:641, Time: 10:25, Close: 152.11.
2021-05-30 21:37:46 26      BYND: Price does not grow. Try to set TakeProfit. Price: 152.24. Candle: ID:650, Time: 10:30, Close: 151.77.
2021-05-30 21:37:46 26      BYND: Price does not grow. Try to set TakeProfit. Price: 152.23. Candle: ID:659, Time: 10:35, Close: 152.15.
